,UNITDESC,STNAME_ORD,XSTRLO,XSTRHI,ARTCLASS,SPEEDLIMIT,SURFACETYPE_1,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,SLOPE_PCT,SHAPE_Length
13545,N 103RD ST BETWEEN LINDEN AVE N AND AURORA N AVE N,N 103RD ST,LINDEN AVE N,AURORA N AVE N,0.0,20.0,PCC,71.0,0.0,0,6.0,662.218902870009
13546,N 122ND ST BETWEEN PHINNEY AVE N AND DAYTON AVE N,N 122ND ST,PHINNEY AVE N,DAYTON AVE N,0.0,20.0,PCC,34.0,0.0,0,1.0,322.907496451619
13547,N 140TH ST BETWEEN 1ST AVE NW AND PALATINE AVE N,N 140TH ST,1ST AVE NW,PALATINE AVE N,0.0,20.0,ST,84.0,0.0,0,7.0,330.615661576289
13548,N 45TH ST BETWEEN SUNNYSIDE AVE N AND EASTERN AVE N,N 45TH ST,SUNNYSIDE AVE N,EASTERN AVE N,2.0,25.0,AC/PCC,80.0,0.0,2,6.0,294.02544112254
13549,N 50TH ST BETWEEN MERIDIAN AVE N AND KEYSTONE WR PL N,N 50TH ST,MERIDIAN AVE N,KEYSTONE WR PL N,1.0,25.0,AC/PCC,48.0,0.0,3,4.0,666.962592791056
13550,N 63RD ST BETWEEN WOODLAWN N AVE N AND CORLISS AVE N,N 63RD ST,WOODLAWN N AVE N,CORLISS AVE N,0.0,20.0,PCC,67.0,0.0,0,9.0,565.152621855796
13551,N 92ND ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,N 92ND ST,DAYTON AVE N,EVANSTON AVE N,0.0,20.0,ST,78.0,0.0,0,2.0,347.682300122717
13552,NE 105TH ST BETWEEN DURLAND AVE NE AND 48TH AVE NE,NE 105TH ST,DURLAND AVE NE,48TH AVE NE,0.0,20.0,ST,58.0,0.0,0,13.0,103.812211699963
13553,NE 123RD ST BETWEEN 42ND AVE NE AND LAKESIDE AVE NE,NE 123RD ST,42ND AVE NE,LAKESIDE AVE NE,0.0,20.0,ST,21.0,0.0,0,12.0,378.465275334759
13554,NE 134TH ST BETWEEN 25TH AVE NE AND 26TH AVE NE,NE 134TH ST,25TH AVE NE,26TH AVE NE,0.0,20.0,ST,64.0,0.0,0,8.0,338.863456649411
13555,NE 42ND ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,NE 42ND ST,12TH AVE NE,BROOKLYN AVE NE,0.0,20.0,AC,0.0,0.0,0,5.0,285.052075654579
13556,NE 50TH ST BETWEEN UNIVERSITY VIEW PL NE AND 32ND AVE NE,NE 50TH ST,UNIVERSITY VIEW PL NE,32ND AVE NE,0.0,20.0,ST,71.0,0.0,0,11.0,246.551688849793
13557,NE 65TH ST BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,NE 65TH ST,12TH AVE NE,BROOKLYN AVE NE,2.0,25.0,AC/PCC,79.0,0.0,2,1.0,322.554802727601
13558,NE 73RD ST BETWEEN 46TH AVE NE AND 47TH AVE NE,NE 73RD ST,46TH AVE NE,47TH AVE NE,0.0,20.0,PCC,64.0,0.0,0,5.0,297.949245044158
13559,NE 80TH ST BETWEEN CORLISS WY N WB RP AND CORLISS WAY N,NE 80TH ST,CORLISS WY N WB RP,CORLISS WAY N,2.0,25.0,AC/PCC,31.0,0.0,0,8.0,184.446483590895
13560,NE 85TH ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,NE 85TH ST,8TH AVE NE,ROOSEVELT WAY NE,0.0,20.0,PCC,85.0,0.0,0,2.0,663.001215954489
13561,NE 91ST ST BETWEEN LATONA AVE NE AND 5TH AVE NE,NE 91ST ST,LATONA AVE NE,5TH AVE NE,0.0,20.0,PCC,96.0,0.0,0,5.0,661.375264912316
13562,NW 125TH ST BETWEEN 3RD AVE NW AND 4TH AVE NW,NW 125TH ST,3RD AVE NW,4TH AVE NW,3.0,25.0,AC/AC,53.0,0.0,3,4.0,333.472314032789
13563,NW 44TH ST BETWEEN 5TH E AVE NW AND 5TH W AVE NW,NW 44TH ST,5TH E AVE NW,5TH W AVE NW,0.0,20.0,PCC,82.0,0.0,0,7.0,120.245636913838
13564,NW 55TH ST BETWEEN 1ST AVE NW AND 2ND AVE NW,NW 55TH ST,1ST AVE NW,2ND AVE NW,0.0,20.0,PCC,60.0,0.0,0,12.0,410.092350751763
13565,NW 67TH ST BETWEEN 16TH AVE NW AND 17TH AVE NW,NW 67TH ST,16TH AVE NW,17TH AVE NW,0.0,20.0,PCC,87.0,0.0,0,6.0,264.001941431184
13566,NW 82ND ST BETWEEN 1ST AVE NW AND 3RD AVE NW,NW 82ND ST,1ST AVE NW,3RD AVE NW,0.0,20.0,PCC,69.0,0.0,0,4.0,658.563608629555
13567,NW 88TH ST BETWEEN 27TH AVE NW AND EARL AVE NW,NW 88TH ST,27TH AVE NW,EARL AVE NW,0.0,20.0,ST,54.0,0.0,0,2.0,249.559658216161
13568,NW NEPTUNE PL BETWEEN 24TH AVE NW AND NW BLUE RIDGE DR,NW NEPTUNE PL,24TH AVE NW,NW BLUE RIDGE DR,3.0,25.0,AC/PCC,22.0,0.0,3,8.0,675.961876663156
13569,S BAYVIEW ST BETWEEN DEAD END 1 AND 24TH AVE S,S BAYVIEW ST,DEAD END 1,24TH AVE S,0.0,20.0,AC,92.0,0.0,0,17.0,142.710444054656
13570,S COLUMBIAN WAY BETWEEN 16TH AVE S AND VETRN HOSPITAL DR,S COLUMBIAN WAY,16TH AVE S,VETRN HOSPITAL DR,1.0,25.0,AC,68.0,0.0,2,2.0,611.609285899298
13571,S FRONTENAC ST BETWEEN 44TH AVE S AND 46TH AVE S,S FRONTENAC ST,44TH AVE S,46TH AVE S,0.0,20.0,PCC,90.0,0.0,0,0.0,671.042266820659
13572,S HANFORD ST BETWEEN M L KING JR ER S WAY S AND RAINIER AVE S,S HANFORD ST,M L KING JR ER S WAY S,RAINIER AVE S,0.0,20.0,AC,31.0,0.0,0,1.0,312.002439201445
13573,S JUDKINS ST BETWEEN BRADNER PL S AND 29TH AVE S,S JUDKINS ST,BRADNER PL S,29TH AVE S,0.0,20.0,PCC,67.0,0.0,0,4.0,153.603076807219
13574,S LANDER ST BETWEEN 19TH W AVE S AND 19TH E AVE S,S LANDER ST,19TH W AVE S,19TH E AVE S,0.0,20.0,PCC,55.0,0.0,0,11.0,180.740535186016
13575,S MAIN ST BETWEEN DEAD END 4 AND 22ND AVE S,S MAIN ST,DEAD END 4,22ND AVE S,0.0,20.0,PCC,50.0,0.0,0,8.0,259.247773032466
13576,S MORGAN ST BETWEEN 29TH AVE S AND SHAFFER AVE S,S MORGAN ST,29TH AVE S,SHAFFER AVE S,0.0,20.0,PCC,56.0,0.0,0,5.0,265.733504776822
13577,S PRENTICE ST BETWEEN DEAD END AND 55TH AVE S,S PRENTICE ST,DEAD END,55TH AVE S,0.0,20.0,ST,0.0,0.0,0,5.0,329.290587017589
13578,S STEVENS ST BETWEEN AIRPORT WAY S AND DEAD END 1,S STEVENS ST,AIRPORT WAY S,DEAD END 1,0.0,20.0,AC,22.0,0.0,0,9.0,323.120796165448
13579,S WINTHROP ST BETWEEN CHEASTY BLVD S AND 27TH AVE S,S WINTHROP ST,CHEASTY BLVD S,27TH AVE S,0.0,20.0,AC,100.0,0.0,0,8.0,259.170358357775
13580,SW 98TH ST BETWEEN 37TH AVE SW AND 39TH AVE SW,SW 98TH ST,37TH AVE SW,39TH AVE SW,0.0,20.0,ST,75.0,0.0,0,1.0,667.15370553061
13581,SW AUSTIN PL BETWEEN DEAD END E AND 7TH AVE SW,SW AUSTIN PL,DEAD END E,7TH AVE SW,0.0,20.0,ST,67.0,0.0,0,8.0,156.636526473134
13582,SW HARBOR LN BETWEEN HARBOR AVE SW AND DEAD END,SW HARBOR LN,HARBOR AVE SW,DEAD END,0.0,20.0,ST,0.0,0.0,0,11.0,459.770791533582
13583,SW HOLDEN ST BETWEEN 37TH AVE SW AND 38TH AVE SW,SW HOLDEN ST,37TH AVE SW,38TH AVE SW,3.0,25.0,PCC,81.0,0.0,0,6.0,331.126807484375
13584,SW KENYON ST BETWEEN 31ST AVE SW AND 32ND AVE SW,SW KENYON ST,31ST AVE SW,32ND AVE SW,0.0,20.0,PCC,78.0,0.0,0,4.0,331.970356351643
13585,SW RAYMOND ST BETWEEN 42ND AVE SW AND CALIFORNIA AVE SW,SW RAYMOND ST,42ND AVE SW,CALIFORNIA AVE SW,0.0,20.0,PCC,0.0,0.0,0,5.0,360.968928784303
13586,SW THISTLE ST BETWEEN 11TH AVE SW AND 12TH AVE SW,SW THISTLE ST,11TH AVE SW,12TH AVE SW,0.0,20.0,PCC,100.0,0.0,0,1.0,314.691668870644
13587,W BLAINE ST BETWEEN 5TH AVE W AND 6TH AVE W,W BLAINE ST,5TH AVE W,6TH AVE W,0.0,20.0,AC,24.0,0.0,0,2.0,330.331889717001
13588,W GALER ST BETWEEN 9TH AVE W AND 10TH AVE W,W GALER ST,9TH AVE W,10TH AVE W,0.0,20.0,PCC,0.0,0.0,0,13.0,329.602221936146
13589,W HOWE ST BETWEEN 14TH AVE W AND 15TH AVE W,W HOWE ST,14TH AVE W,15TH AVE W,0.0,20.0,AC,84.0,0.0,0,4.0,283.002279045477
13590,W MCGRAW ST BETWEEN 35TH AVE W AND PIEDMONT PL W,W MCGRAW ST,35TH AVE W,PIEDMONT PL W,3.0,25.0,PCC,62.0,0.0,0,5.0,153.000597959
13591,BEACON ER AVE S BETWEEN S CHICAGO ST AND S KENYON ST,BEACON AVE S,S CHICAGO ST,S KENYON ST,3.0,25.0,PCC,86.0,0.0,3,2.0,263.754398027056
13592,DUWAMISH RIVER TRL BETWEEN WEST SEATTLE BRIDGE TRL AND MARGINAL PL SW,DUWAMISH RIVER TRL,WEST SEATTLE BRIDGE TRL,MARGINAL PL SW,0.0,20.0,unknown,0.0,0.0,0,1.0,167.569995328607
13593,M L KING JR ER WAY S BETWEEN RENTON N AVE S AND S ANDOVER ST,M L KING JR WAY S,RENTON N AVE S,S ANDOVER ST,1.0,25.0,PCC,98.0,98.0,2,3.0,1241.44540560294
13594,SR520 WB I5 SB RP BETWEEN SR520 WB AND I5 SB,SR520 WB I5 SB ON RP,SR520 WB,I5 SB,5.0,30.0,unknown,0.0,0.0,0,3.0,3614.2992311978
13595,I90 EB BETWEEN I90 EB TUNNEL E AND MID CHANNEL,I90 EB,I90 EB TUNNEL E,MID CHANNEL,5.0,60.0,unknown,0.0,0.0,0,1.0,15003.7820713526
13596,1ST AVE NE BETWEEN NE 63RD ST AND NE 64TH ST,1ST AVE NE,NE 63RD ST,NE 64TH ST,0.0,20.0,PCC,92.0,0.0,0,5.0,279.846255324219
13597,1ST AVE NW BETWEEN NW 73RD ST AND NW 74TH ST,1ST AVE NW,NW 73RD ST,NW 74TH ST,0.0,20.0,PCC,71.0,0.0,0,1.0,275.912749059017
13598,1ST AVE S BETWEEN S ORCAS ST AND S MEAD ST,1ST AVE S,S ORCAS ST,S MEAD ST,1.0,30.0,AC/PCC,74.0,0.0,2,1.0,291.040997231162
13599,11TH AVE NE BETWEEN NE 78TH ST AND NE 80TH ST,11TH AVE NE,NE 78TH ST,NE 80TH ST,0.0,20.0,PCC,72.0,0.0,0,6.0,523.03936886135
13600,11TH AVE SW BETWEEN SW CLOVERDALE ST AND SW TRENTON ST,11TH AVE SW,SW CLOVERDALE ST,SW TRENTON ST,0.0,20.0,PCC,0.0,0.0,0,1.0,666.563180360947
13601,13TH AVE SW BETWEEN SW CLOVERDALE ST AND SW TRENTON ST,13TH AVE SW,SW CLOVERDALE ST,SW TRENTON ST,0.0,20.0,PCC,94.0,0.0,0,1.0,673.410288010589
13602,14TH AVE S BETWEEN S ANGELINE N ST AND S ANGELINE S ST,14TH AVE S,S ANGELINE N ST,S ANGELINE S ST,0.0,20.0,PCC,55.0,0.0,0,4.0,140.440099747651
13603,15TH AVE NE BETWEEN NE 107TH ST AND NE NORTHGATE WAY,15TH AVE NE,NE 107TH ST,NE NORTHGATE WAY,2.0,25.0,AC/AC,69.0,72.0,2,3.0,667.124884730237
13604,15TH AVE S BETWEEN S BRADFORD ST AND S DAKOTA ST,15TH AVE S,S BRADFORD ST,S DAKOTA ST,1.0,25.0,AC/PCC,62.0,0.0,2,1.0,639.175595639199
13605,18TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,18TH AVE,E COLUMBIA ST,E MARION ST,0.0,20.0,AC,25.0,0.0,0,2.0,426.02294360206
13606,18TH AVE S BETWEEN S HOLGATE ST AND S PLUM ST,18TH AVE S,S HOLGATE ST,S PLUM ST,0.0,20.0,ST,27.0,0.0,0,3.0,303.161297214235
13607,19TH AVE S BETWEEN S MCCLELLAN ST AND S FOREST ST,19TH AVE S,S MCCLELLAN ST,S FOREST ST,0.0,20.0,PCC,77.0,0.0,0,4.0,321.949202980266
13608,20TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,20TH AVE,E CHERRY ST,E COLUMBIA ST,0.0,20.0,AC,19.0,0.0,0,5.0,395.126758681139
13609,22ND AVE E BETWEEN E MERCER ST AND E ROY ST,22ND AVE E,E MERCER ST,E ROY ST,0.0,20.0,AC,49.0,0.0,0,2.0,295.614131428423
13610,22ND AVE S BETWEEN S WAITE ST AND S LANDER ST,22ND AVE S,S WAITE ST,S LANDER ST,0.0,20.0,PCC,93.0,0.0,0,3.0,299.999270246865
13611,24TH AVE BETWEEN E UNION ST AND E PIKE ST,24TH AVE,E UNION ST,E PIKE ST,0.0,20.0,AC/PCC,0.0,0.0,0,0.0,437.614689131399
13612,24TH AVE S BETWEEN S JUNEAU ST AND S RAYMOND ST,24TH AVE S,S JUNEAU ST,S RAYMOND ST,0.0,20.0,ST,100.0,0.0,0,1.0,489.915803645645
13613,26TH AVE SW BETWEEN SW BARTON ST AND SW CAMBRIDGE ST,26TH AVE SW,SW BARTON ST,SW CAMBRIDGE ST,3.0,25.0,PCC,50.0,0.0,3,4.0,667.088921211077
13614,27TH AVE NE BETWEEN NE 89TH ST AND NE 90TH ST,27TH AVE NE,NE 89TH ST,NE 90TH ST,0.0,20.0,ST,73.0,0.0,0,6.0,278.126439744365
13615,28TH AVE W BETWEEN W BLAINE ST AND W HOWE ST,28TH AVE W,W BLAINE ST,W HOWE ST,3.0,25.0,PCC,78.0,0.0,3,5.0,295.632916956662
13616,29TH AVE NE BETWEEN NE 86TH ST AND NE 87TH ST,29TH AVE NE,NE 86TH ST,NE 87TH ST,0.0,20.0,ST,30.0,0.0,0,3.0,239.595298791186
13617,30TH AVE NE BETWEEN NE 62ND ST AND NE 65TH W ST,30TH AVE NE,NE 62ND ST,NE 65TH W ST,0.0,20.0,PCC,69.0,0.0,0,3.0,658.314944137507
13618,31ST AVE NW BETWEEN NW 75TH ST AND NW 77TH ST,31ST AVE NW,NW 75TH ST,NW 77TH ST,0.0,20.0,PCC,86.0,0.0,0,3.0,671.777617436767
13619,31ST AVE SW BETWEEN SW HOLDEN ST AND SW KENYON ST,31ST AVE SW,SW HOLDEN ST,SW KENYON ST,0.0,20.0,PCC,88.0,0.0,0,3.0,665.55926301085
13620,32ND AVE NE BETWEEN NE 70TH W ST AND DEAD END,32ND AVE NE,NE 70TH W ST,DEAD END,0.0,20.0,AC,32.0,0.0,0,2.0,326.389248326531
13621,34TH AVE W BETWEEN W ELMORE ST AND W GOVERNMENT WAY,34TH AVE W,W ELMORE ST,W GOVERNMENT WAY,2.0,25.0,PCC,77.0,0.0,3,6.0,592.918721121579
13622,36TH AVE E BETWEEN LAKE WASHINGTON BLVD E AND E FORD PL,36TH AVE E,LAKE WASHINGTON BLVD E,E FORD PL,0.0,20.0,PCC,17.0,0.0,0,13.0,420.473792697756
13623,36TH AVE SW BETWEEN SW LANDER ST AND SW STEVENS ST,36TH AVE SW,SW LANDER ST,SW STEVENS ST,0.0,20.0,PCC,0.0,0.0,0,1.0,674.049030992963
13624,37TH AVE S BETWEEN S DAKOTA ST AND S ADAMS ST,37TH AVE S,S DAKOTA ST,S ADAMS ST,0.0,20.0,ST,87.0,0.0,0,1.0,276.999640044426
13625,39TH AVE S BETWEEN S ROXBURY ST AND S BURNS ST,39TH AVE S,S ROXBURY ST,S BURNS ST,0.0,20.0,PCC,79.0,0.0,0,10.0,161.110808348874
13626,4TH AVE NE BETWEEN NE 97TH ST AND NE 100TH ST,4TH AVE NE,NE 97TH ST,NE 100TH ST,0.0,20.0,ST,76.0,0.0,0,3.0,797.991298087385
13627,40TH AVE NE BETWEEN NE 73RD N ST AND NE 75TH ST,40TH AVE NE,NE 73RD N ST,NE 75TH ST,3.0,25.0,AC/PCC,23.0,0.0,3,2.0,504.231627590117
13628,40TH AVE W BETWEEN W LAWTON ST AND W COMMODORE WAY,40TH AVE W,W LAWTON ST,W COMMODORE WAY,3.0,25.0,PCC,71.0,0.0,0,10.0,441.126310891732
13629,44TH AVE S BETWEEN S WARSAW ST AND S HOLLY ST,44TH AVE S,S WARSAW ST,S HOLLY ST,0.0,20.0,PCC,97.0,0.0,0,1.0,324.442807540366
13630,46TH AVE SW BETWEEN SW ROXBURY E ST AND DEAD END 1,46TH AVE SW,SW ROXBURY E ST,DEAD END 1,0.0,20.0,ST,41.0,0.0,0,9.0,493.347484235954
13631,47TH AVE SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,47TH AVE SW,SW BRANDON ST,SW FINDLAY ST,0.0,20.0,PCC,80.0,0.0,0,2.0,641.542923315277
13632,48TH AVE S BETWEEN S BATEMAN ST AND S GRAHAM ST,48TH AVE S,S BATEMAN ST,S GRAHAM ST,0.0,20.0,ST,72.0,0.0,0,11.0,333.599015966683
13633,51ST AVE S BETWEEN S PEARL ST AND S FARRAR ST,51ST AVE S,S PEARL ST,S FARRAR ST,0.0,20.0,PCC,0.0,0.0,0,1.0,259.932525460857
13634,53RD AVE SW BETWEEN SW ORLEANS ST AND SW CHARLESTOWN ST,53RD AVE SW,SW ORLEANS ST,SW CHARLESTOWN ST,0.0,20.0,PCC,61.0,0.0,0,5.0,269.810854542189
13635,55TH AVE S BETWEEN S GRATTAN ST AND S CLOVERDALE ST,55TH AVE S,S GRATTAN ST,S CLOVERDALE ST,0.0,20.0,ST,57.0,0.0,0,1.0,635.403573919467
13636,59TH AVE S BETWEEN S PRENTICE S ST AND S BANGOR ST,59TH AVE S,S PRENTICE S ST,S BANGOR ST,0.0,20.0,PCC,74.0,0.0,0,1.0,573.707344205634
13637,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,7TH AVE,WESTLAKE AVE,LENORA ST,2.0,25.0,PCC,68.0,0.0,2,1.0,300.272854080888
13638,7TH AVE S BETWEEN S TRENTON ST AND S CONCORD ST,7TH AVE S,S TRENTON ST,S CONCORD ST,0.0,20.0,ST,71.0,0.0,0,12.0,310.213316337243
13639,8TH AVE NE BETWEEN NE 130TH ST AND 8TH CT NE,8TH AVE NE,NE 130TH ST,8TH CT NE,0.0,20.0,ST,100.0,0.0,0,5.0,336.312577321559
13640,8TH AVE W BETWEEN W CREMONA ST AND W BERTONA ST,8TH AVE W,W CREMONA ST,W BERTONA ST,0.0,20.0,PCC,0.0,0.0,0,1.0,439.629572406286
13641,ARAPAHOE PL W BETWEEN W BERTONA ST AND W RUFFNER ST,ARAPAHOE PL W,W BERTONA ST,W RUFFNER ST,0.0,20.0,PCC,0.0,0.0,0,4.0,667.914310124912
13642,AURORA AVE N BETWEEN VALLEY ST AND ALOHA ST,AURORA AVE N,VALLEY ST,ALOHA ST,1.0,40.0,unknown,0.0,0.0,2,4.0,319.969440439454
13643,BELVIDERE AVE SW BETWEEN SW GRAYSON ST AND SW ADMIRAL WAY,BELVIDERE AVE SW,SW GRAYSON ST,SW ADMIRAL WAY,0.0,20.0,PCC,0.0,0.0,0,5.0,252.177245533243
13644,CALIFORNIA AVE SW BETWEEN SW FONTANELLE ST AND SW WEBSTER ST,CALIFORNIA AVE SW,SW FONTANELLE ST,SW WEBSTER ST,3.0,25.0,PCC,81.0,0.0,3,7.0,424.338805917739
13645,CORLISS AVE N BETWEEN N 64TH ST AND N 65TH ST,CORLISS AVE N,N 64TH ST,N 65TH ST,0.0,20.0,PCC,57.0,0.0,0,4.0,279.929187542074
13646,COURTLAND PL S BETWEEN S SPOKANE ST AND S CHARLESTOWN ST,COURTLAND PL S,S SPOKANE ST,S CHARLESTOWN ST,0.0,20.0,ST,74.0,0.0,0,4.0,658.765512083541
13647,DELRIDGE WAY SW BETWEEN SW FINDLAY ST AND SW JUNEAU ST,DELRIDGE WAY SW,SW FINDLAY ST,SW JUNEAU ST,1.0,25.0,PCC,65.0,46.0,3,1.0,659.99865891843
13648,ELLIOTT AVE W BETWEEN W LEE ST AND W GALER ST FLYOVER,ELLIOTT AVE W,W LEE ST,W GALER ST FLYOVER,1.0,25.0,AC/PCC,68.0,0.0,2,0.0,567.444796809937
13649,FEDERAL AVE E BETWEEN E GARFIELD ST AND E BLAINE ST,FEDERAL AVE E,E GARFIELD ST,E BLAINE ST,0.0,20.0,AC,6.0,0.0,0,1.0,720.9585521433
13650,FREMONT AVE N BETWEEN N 45TH ST AND N 46TH ST,FREMONT AVE N,N 45TH ST,N 46TH ST,2.0,25.0,AC/PCC,47.0,0.0,3,4.0,270.351366856415
13651,FREMONT LN N BETWEEN N 36TH ST AND DEAD END 1,FREMONT LN N,N 36TH ST,DEAD END 1,0.0,20.0,PCC,0.0,0.0,0,7.0,235.919605550885
13652,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,HARRISON ST,8TH AVE N,9TH AVE N,0.0,20.0,AC/PCC,0.0,0.0,0,2.0,322.086809265653
13653,HIGHLAND PARK WAY SW BETWEEN SW PORTLAND ST AND 9TH AVE SW,HIGHLAND PARK WAY SW,SW PORTLAND ST,9TH AVE SW,2.0,25.0,AC/PCC,51.0,0.0,3,5.0,503.173093211821
13654,LAKE WASHINGTON BLVD BETWEEN FULLERTON AVE AND E SPRING ST,LAKE WASHINGTON BLVD,FULLERTON AVE,E SPRING ST,3.0,25.0,AC,21.0,0.0,0,0.0,1729.58623352046
13655,LAKEVIEW BLVD E BETWEEN BOYLSTON S AVE E AND E GARFIELD ST,LAKEVIEW BLVD E,BOYLSTON S AVE E,E GARFIELD ST,2.0,25.0,AC/PCC,38.0,0.0,3,0.0,531.955239103558
13656,LINDEN AVE N BETWEEN N 138TH ST AND N 141ST ST,LINDEN AVE N,N 138TH ST,N 141ST ST,3.0,25.0,AC,86.0,0.0,0,0.0,527.594611474881
13657,MAGNOLIA BLVD W BETWEEN W MONTFORT PL AND W RAYE ST,MAGNOLIA BLVD W,W MONTFORT PL,W RAYE ST,3.0,25.0,AC/PCC,14.0,0.0,0,3.0,442.020494746783
13658,MARY AVE NW BETWEEN NW 90TH ST AND HOLMAN RD NW,MARY AVE NW,NW 90TH ST,HOLMAN RD NW,0.0,20.0,ST,86.0,0.0,0,1.0,172.037858965287
13659,MOUNT ADAMS PL S BETWEEN S MCCLELLAN ST AND S RIDGEWAY PL,MOUNT ADAMS PL S,S MCCLELLAN ST,S RIDGEWAY PL,0.0,20.0,AC,23.0,0.0,0,3.0,517.298249566862
13660,NOB HILL AVE N BETWEEN MCGRAW NR ST AND WHEELER ST,NOB HILL AVE N,MCGRAW NR ST,WHEELER ST,0.0,20.0,PCC,51.0,0.0,0,6.0,164.638986392383
13661,POST AL BETWEEN UNION ST AND PIKE LOWER ST,POST AL,UNION ST,PIKE LOWER ST,0.0,20.0,ST,0.0,0.0,0,9.0,405.286910711683
13662,RADFORD AVE NW BETWEEN NW MILFORD WAY AND BAYARD AVE NW,RADFORD AVE NW,NW MILFORD WAY,BAYARD AVE NW,0.0,20.0,AC,75.0,0.0,0,8.0,415.850909559639
13663,RAINIER AVE S BETWEEN S MYRTLE ST AND S ORCHARD ST,RAINIER AVE S,S MYRTLE ST,S ORCHARD ST,1.0,25.0,AC/PCC,74.0,0.0,2,2.0,232.499697859914
13664,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,REPUBLICAN ST,MINOR AVE N,PONTIUS AVE N,2.0,25.0,AC/PCC,27.0,0.0,0,7.0,316.015529367782
13665,SEWARD PARK AVE S BETWEEN HAMLET AVE S AND S HENDERSON ST,SEWARD PARK AVE S,HAMLET AVE S,S HENDERSON ST,2.0,25.0,PCC,87.0,0.0,3,0.0,429.04164263721
13666,SUMMIT AVE E BETWEEN E THOMAS ST AND E HARRISON ST,SUMMIT AVE E,E THOMAS ST,E HARRISON ST,0.0,20.0,AC,47.0,0.0,4,0.0,420.339897129439
13667,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,TALLMAN AVE NW,NW CENTRAL PL,NW MARKET ST,0.0,20.0,PCC,80.0,0.0,0,2.0,649.296145606828
13668,THORNDYKE AVE W BETWEEN W HALLADAY ST AND 22ND AVE W,THORNDYKE AVE W,W HALLADAY ST,22ND AVE W,2.0,25.0,AC/PCC,25.0,0.0,3,2.0,316.172900855506
13669,WALLINGFORD AVE N BETWEEN N 82ND ST AND N 85TH ST,WALLINGFORD AVE N,N 82ND ST,N 85TH ST,2.0,25.0,PCC,72.0,0.0,3,1.0,653.564133302818
13670,WATERS WR AVE S BETWEEN 62ND AVE S AND 63RD AVE S,WATERS AVE S,62ND AVE S,63RD AVE S,3.0,25.0,PCC,70.0,0.0,3,3.0,435.380721934248
13671,WOODLAND PARK AVE N BETWEEN N 42ND S ST AND N 42ND N ST,WOODLAND PARK AVE N,N 42ND S ST,N 42ND N ST,0.0,20.0,AC,36.0,0.0,0,4.0,106.913679651775
13672,ALASKAN WY VI NB ON RP BETWEEN SPOKANE ST - ALASKAN RP AND ALASKAN WY VI NB,SR99 NB ON RP,SPOKANE ST - ALASKAN RP,ALASKAN WY VI NB,1.0,30.0,PCC,100.0,0.0,0,0.0,1487.62377035108
13673,E DENNY WAY BETWEEN 20TH AVE AND 21ST AVE E,E DENNY WAY,20TH AVE,21ST AVE E,0.0,20.0,AC,60.0,0.0,0,1.0,323.503402312371
13674,E GALER ST BETWEEN 38TH AVE E AND E MADISON ST,E GALER ST,38TH AVE E,E MADISON ST,0.0,20.0,PCC,82.0,0.0,0,7.0,178.141517326458
13675,E HARRISON ST BETWEEN M L KING JR WAY E AND 29TH AVE E,E HARRISON ST,M L KING JR WAY E,29TH AVE E,0.0,20.0,PCC,57.0,0.0,0,2.0,321.806942369335
13676,E MARION ST BETWEEN 34TH AVE AND 35TH AVE,E MARION ST,34TH AVE,35TH AVE,0.0,20.0,AC,14.0,0.0,0,9.0,270.79156508699
13677,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,E PIKE ST,11TH AVE,12TH AVE,2.0,25.0,PCC,67.0,0.0,3,4.0,321.919656897041
13678,E PROSPECT ST BETWEEN 12TH AVE E AND 13TH AVE E,E PROSPECT ST,12TH AVE E,13TH AVE E,0.0,20.0,AC,15.0,0.0,0,7.0,272.04352789933
13679,E ROY ST BETWEEN 15TH AVE E AND 16TH AVE E,E ROY ST,15TH AVE E,16TH AVE E,0.0,20.0,AC,16.0,0.0,0,2.0,315.941623982384
13680,E UNION ST BETWEEN 32ND AVE AND 33RD AVE,E UNION ST,32ND AVE,33RD AVE,3.0,25.0,AC/PCC,52.0,0.0,3,2.0,259.970179206312
13681,N 117TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,N 117TH ST,EVANSTON AVE N,FREMONT AVE N,0.0,20.0,ST,40.0,0.0,0,3.0,325.009442744498
13682,N 130TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,N 130TH ST,GREENWOOD AVE N,PHINNEY AVE N,1.0,25.0,AC/AC,38.0,0.0,3,1.0,334.991124429198
